Month,Place Key,Location Key,City,State/Region,Country,Timezone,Geoname ID,Displayed Date,Displayed Day,Displayed Weekday,Observed Festival,Normalized Festival,Matched Pattern,Canonical Festival,Engine,Discovery Enabled,Execution Enabled,Display Priority,Registry Notes,Drik URL,Event Detail URL,Event Link Status,Discovery Schema Version,Selection Basis,Discovery Event Detail URL,Completeness Status
2026-08,geoname:4508722,geoname:4508722|city:cincinnati,Cincinnati,Ohio,United States,America/New_York,4508722,2026-08-17,17,Monday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=4508722&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:4634946,geoname:4634946|city:knoxville,Knoxville,Tennessee,United States,America/New_York,4634946,2026-08-17,17,Monday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=4634946&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:4644585,geoname:4644585|city:nashville,Nashville,Tennessee,United States,America/Chicago,4644585,2026-08-17,17,Monday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=4644585&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:5383527,geoname:5383527|city:placentia,Placentia,California,United States,America/Los_Angeles,5383527,2026-08-17,17,Monday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=5383527&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:4180439,geoname:4180439|city:atlanta,Atlanta,Georgia,United States,America/New_York,4180439,2026-08-17,17,Monday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=4180439&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:1264527,geoname:1264527|city:chennai,Chennai,Tamil Nadu,India,Asia/Kolkata,1264527,2026-08-18,18,Tuesday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1264527&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:1254163,geoname:1254163|city:thiruvananthapuram,Thiruvananthapuram,Kerala,India,Asia/Kolkata,1254163,2026-08-18,18,Tuesday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1254163&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:1275339,geoname:1275339|city:mumbai,Mumbai,Maharashtra,India,Asia/Kolkata,1275339,2026-08-18,18,Tuesday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1275339&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:1275004,geoname:1275004|city:kolkata,Kolkata,West Bengal,India,Asia/Kolkata,1275004,2026-08-18,18,Tuesday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1275004&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:1275817,geoname:1275817|city:bhubaneswar,Bhubaneswar,Odisha,India,Asia/Kolkata,1275817,2026-08-18,18,Tuesday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1275817&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:1254360,geoname:1254360|city:tirupati,Tirupati,Andhra Pradesh,India,Asia/Kolkata,1254360,2026-08-18,18,Tuesday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1254360&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:1275841,geoname:1275841|city:bhopal,Bhopal,Madhya Pradesh,India,Asia/Kolkata,1275841,2026-08-18,18,Tuesday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1275841&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:1253405,geoname:1253405|city:varanasi,Varanasi,Uttar Pradesh,India,Asia/Kolkata,1253405,2026-08-18,18,Tuesday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1253405&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:1278994,geoname:1278994|city:prayagraj,Prayagraj,Uttar Pradesh,India,Asia/Kolkata,1278994,2026-08-18,18,Tuesday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1278994&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:1264733,geoname:1264733|city:lucknow,Lucknow,Uttar Pradesh,India,Asia/Kolkata,1264733,2026-08-18,18,Tuesday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1264733&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:1255634,geoname:1255634|city:srinagar,Srinagar,Jammu and Kashmir,India,Asia/Kolkata,1255634,2026-08-18,18,Tuesday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=1255634&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:2174003,geoname:2174003|city:brisbane,Brisbane,Queensland,Australia,Australia/Brisbane,2174003,2026-08-18,18,Tuesday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=2174003&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:2158177,geoname:2158177|city:melbourne,Melbourne,Victoria,Australia,Australia/Melbourne,2158177,2026-08-18,18,Tuesday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=2158177&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:2078025,geoname:2078025|city:adelaide,Adelaide,South Australia,Australia,Australia/Adelaide,2078025,2026-08-18,18,Tuesday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=2078025&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:2063523,geoname:2063523|city:perth,Perth,Western Australia,Australia,Australia/Perth,2063523,2026-08-18,18,Tuesday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=2063523&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:2172517,geoname:2172517|city:canberra,Canberra,Australian Capital Territory,Australia,Australia/Sydney,2172517,2026-08-18,18,Tuesday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=2172517&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
2026-08,geoname:2147714,geoname:2147714|city:sydney,Sydney,New South Wales,Australia,Australia/Sydney,2147714,2026-08-18,18,Tuesday,Kalki Jayanti,kalki jayanti,Kalki Jayanti,Kalki Jayanthi,KALKI_JAYANTHI,Yes,Yes,20,Distinct from Krishna Jayanthi; engine implemented.,https://www.drikpanchang.com/panchang/month-panchang.html?geoname-id=2147714&date=15/08/2026,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,CAPTURED,V7_EVENT_DETAIL_URL_CAPTURE,City-specific festival date listed on Drik Month Panchang,https://www.drikpanchang.com/dashavatara/kalki/kalki-jayanti-date-time.html?year=2026,COMPLETE
