Place Key,Location Key,City,State/Region,Country,Timezone,Geoname ID,Event Family,Event Name,Event Type,Condition Code,Cycle Anchor,Completeness Status,Date,Action Role,Special Events,Special Event Details,Note,Message,Source Module,Rule Version
,,Ayodhya,Uttar Pradesh,India,Asia/Kolkata,1278094,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 11:36:00 PM to 2026-09-05 12:24:00 AM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:00 AM, Sep 05 | Nishita Puja Time - 11:36 PM, Sep 04 to 12:24 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Lucknow,Uttar Pradesh,India,Asia/Kolkata,1264733,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 11:41:00 PM to 2026-09-05 12:29:00 AM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:05 AM, Sep 05 | Nishita Puja Time - 11:41 PM, Sep 04 to 12:29 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Prayagraj,Uttar Pradesh,India,Asia/Kolkata,1278994,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 11:38:00 PM to 2026-09-05 12:26:00 AM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:02 AM, Sep 05 | Nishita Puja Time - 11:38 PM, Sep 04 to 12:26 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Varanasi,Uttar Pradesh,India,Asia/Kolkata,1253405,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 11:33:00 PM to 2026-09-05 12:21:00 AM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 11:57 PM, Sep 04 | Nishita Puja Time - 11:33 PM, Sep 04 to 12:21 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Kolkata,West Bengal,India,Asia/Kolkata,1275004,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 11:11:30 PM to 2026-09-04 11:59:30 PM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 11:35 PM, Sep 04 | Nishita Puja Time - 11:11 PM to 11:59 PM, Sep 04 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Shiliguri,West Bengal,India,Asia/Kolkata,1256525,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 11:11:00 PM to 2026-09-04 11:59:00 PM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 11:35 PM, Sep 04 | Nishita Puja Time - 11:11 PM to 11:59 PM, Sep 04 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Kuwait,Al Asimah,Kuwait,Asia/Kuwait,285787,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 11:23:30 PM to 2026-09-05 12:11:30 AM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 11:47 PM, Sep 04 | Nishita Puja Time - 11:23 PM, Sep 04 to 12:11 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Doha,Baladīyat ad Dawḩah,Qatar,Asia/Qatar,290030,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 11:09:00 PM to 2026-09-04 11:57:00 PM,Selection rule: ASHTAMI_ROHINI_OVERLAP_THEN_NEXT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 11:33 PM, Sep 04 | Nishita Puja Time - 11:09 PM to 11:57 PM, Sep 04 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Seoul,Seoul,South Korea,Asia/Seoul,1835848,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_AT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-05 12:07:00 AM to 2026-09-05 12:55:00 AM,Selection rule: ASHTAMI_ROHINI_AT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:31 AM, Sep 05 | Nishita Puja Time - 12:07 AM to 12:55 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Adelaide,South Australia,Australia,Australia/Adelaide,2078025,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_AT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 11:50:30 PM to 2026-09-05 12:38:30 AM,Selection rule: ASHTAMI_ROHINI_AT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:14 AM, Sep 05 | Nishita Puja Time - 11:50 PM, Sep 04 to 12:38 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Brisbane,Queensland,Australia,Australia/Brisbane,2174003,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_AT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 11:22:30 PM to 2026-09-05 12:10:30 AM,Selection rule: ASHTAMI_ROHINI_AT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 11:46 PM, Sep 04 | Nishita Puja Time - 11:22 PM, Sep 04 to 12:10 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Melbourne,Victoria,Australia,Australia/Melbourne,2158177,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_AT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 11:54:30 PM to 2026-09-05 12:42:30 AM,Selection rule: ASHTAMI_ROHINI_AT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:18 AM, Sep 05 | Nishita Puja Time - 11:54 PM, Sep 04 to 12:42 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Perth,Western Australia,Australia,Australia/Perth,2063523,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_AT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 11:51:30 PM to 2026-09-05 12:39:30 AM,Selection rule: ASHTAMI_ROHINI_AT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:15 AM, Sep 05 | Nishita Puja Time - 11:51 PM, Sep 04 to 12:39 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Canberra,Australian Capital Territory,Australia,Australia/Sydney,2172517,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_AT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 11:38:00 PM to 2026-09-05 12:26:00 AM,Selection rule: ASHTAMI_ROHINI_AT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:02 AM, Sep 05 | Nishita Puja Time - 11:38 PM, Sep 04 to 12:26 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Sydney,New South Wales,Australia,Australia/Sydney,2147714,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_AT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 11:30:00 PM to 2026-09-05 12:18:00 AM,Selection rule: ASHTAMI_ROHINI_AT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 11:54 PM, Sep 04 | Nishita Puja Time - 11:30 PM, Sep 04 to 12:18 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Auckland,Auckland,New Zealand,Pacific/Auckland,2193733,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_AT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 11:56:00 PM to 2026-09-05 12:44:00 AM,Selection rule: ASHTAMI_ROHINI_AT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:20 AM, Sep 05 | Nishita Puja Time - 11:56 PM, Sep 04 to 12:44 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Christchurch,Canterbury,New Zealand,Pacific/Auckland,2192362,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_AT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-05 12:04:00 AM to 2026-09-05 12:52:00 AM,Selection rule: ASHTAMI_ROHINI_AT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:28 AM, Sep 05 | Nishita Puja Time - 12:04 AM to 12:52 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
,,Wellington,Wellington,New Zealand,Pacific/Auckland,2179537,KRISHNA_JAYANTHI,Sri Krishna Jayanthi,KRISHNA_JAYANTHI,ASHTAMI_ROHINI_AT_NISHITA,,COMPLETE,2026-09-04,OBSERVANCE,Sri Krishna Jayanthi,Upavaasa: 2026-09-04 | Puja Date: 2026-09-04 | Nishita Puja: 2026-09-04 11:55:30 PM to 2026-09-05 12:43:30 AM,Selection rule: ASHTAMI_ROHINI_AT_NISHITA.,"Sri Krishna Jayanthi Upavaasa - Friday, September 04, 2026 | Upavaasa is to be observed on this day and Nishita Puja is performed during the following night. | Nishita Madhya - 12:19 AM, Sep 05 | Nishita Puja Time - 11:55 PM, Sep 04 to 12:43 AM, Sep 05 | Duration - 00 Hours 48 Mins | After performing the Nishita Puja during the night, the fast should be broken the following morning only after completing the regular morning Puja.",krishna_jayanthi_engine.py,KRISHNA_JAYANTHI_V2_1_STANDARDIZED
